
Date,BTC Close
12/17/17 0:00,19086.64
12/18/17 0:00,18960.52
12/19/17 0:00,17608.35
12/20/17 0:00,16454.72
12/21/17 0:00,15561.05
12/22/17 0:00,13857.14
12/23/17 0:00,14548.71
12/24/17 0:00,13975.44
12/25/17 0:00,13917.03
12/26/17 0:00,15745.26
12/27/17 0:00,15378.28
12/28/17 0:00,14428.76
12/29/17 0:00,14427.87
12/30/17 0:00,12629.81
12/31/17 0:00,13860.14
1/1/18 0:00,13412.44
1/2/18 0:00,14740.76
1/3/18 0:00,15134.65
1/4/18 0:00,15155.23
1/5/18 0:00,16937.17
1/6/18 0:00,17135.84
1/7/18 0:00,16178.49
1/8/18 0:00,14970.36
1/9/18 0:00,14439.47
1/10/18 0:00,14890.72
1/11/18 0:00,13287.26
1/12/18 0:00,13812.71
1/13/18 0:00,14188.78
1/14/18 0:00,13619.03
1/15/18 0:00,13585.9
1/16/18 0:00,11348.02
1/17/18 0:00,11141.25
1/18/18 21:25,11640.11
